,accx,accy,accz
7534,4.7535014,2.1792557,2.0294318;
7535,6.4424243,19.504337,2.070293;
7536,-0.5720546,11.836082,11.34575;
7537,2.3018389,-0.10896278,-7.164303;
7538,3.6774938,10.923519,5.829509;
7539,-0.50395286,5.5571017,3.445948;
7540,4.7943625,2.5606253,0.42223078;
7541,-1.8387469,19.57244,3.173541;
7542,11.958665,15.785983,4.0588636;
7543,4.7126403,13.756551,-2.1111538;
7544,-7.9270425,10.841797,3.2961242;
7545,1.4573772,1.2258313,4.8216033;
7546,-8.730643,19.57244,2.0294318;
7547,4.1814466,3.6774938,4.9850473;
7548,-2.4108016,3.990762,4.5219555;
7549,10.310603,3.7864566,-5.47538;
7550,12.680544,12.026767,3.759216;
7551,-7.8861814,9.997335,3.336985;
7552,2.070293,4.140586,3.173541;
7553,-3.405087,19.57244,3.5276701;
7554,12.639683,13.525005,4.3312707;
7555,-2.8738933,13.375181,-0.19068487;
7556,9.234595,4.6036777,-3.6774938;
7557,-0.3405087,13.184497,5.8976107;
7558,-5.175732,7.504812,4.862464;
7559,11.032481,11.34575,4.2495484;
7560,-5.6660647,-4.944186,-2.9556155;
7561,3.8681788,16.04477,13.402422;
7562,5.47538,4.5628166,-6.1700177;
7563,2.2201166,11.645397,5.7477865;
7564,2.8330324,4.7535014,4.140586;
7565,7.3549876,-0.38136974,2.3699405;
7566,-7.7772183,19.57244,-3.7864566;
7567,10.61025,19.381754,1.56634;
7568,5.8976107,8.158588,3.173541;
7569,1.8387469,16.86199,-0.61291564;
7570,-1.9477097,6.3198414,3.9499009;
7571,-9.302697,19.57244,-3.1054392;
7572,-3.3642259,3.173541,3.1054392;
7573,6.3198414,12.217452,-5.938472;
7574,12.680544,15.050485,3.5957718;
7575,8.308413,2.3426998,1.4982382;
7576,3.486809,11.032481,-1.8387469;
7577,-11.304889,19.57244,3.5957718;
7578,14.137921,14.246883,3.990762;
7579,-5.407278,-1.7570249,-3.445948;
7580,1.0351465,17.393185,-2.8738933;
7581,15.826844,18.196785,2.7921712;
7582,3.1054392,3.445948,2.070293;
7583,3.990762,2.3018389,2.4108016;
7584,-1.8387469,19.272793,-0.9125633;
7585,6.0201936,12.912089,3.718355;
7586,-6.510526,-0.19068487,-1.607201;
7587,-0.88532263,11.686258,-3.486809;
7588,14.410328,13.906375,6.0474343;
7589,8.771504,2.9556155,0.38136974;
7590,8.158588,11.536434,-1.6480621;
7591,11.958665,17.352324,3.7864566;
7592,2.1111538,9.507003,-2.3018389;
7593,-1.4982382,7.6273947,3.6774938;
7594,3.9090397,-0.8036005,1.7570249;
7595,-5.175732,-6.891896,-7.1234417;
7596,-5.09401,13.988097,0.10896278;
7597,-0.38136974,1.879608,-9.043911;
7598,-8.049625,12.830367,6.701211;
7599,5.9793324,1.0760075,1.9885708;
7600,-8.921328,19.57244,-2.5333846;
7601,11.645397,18.918663,1.334794;
7602,-6.3198414,15.023244,-3.8681788;
7603,13.797412,19.109348,1.3075534;
7604,-3.1463003,5.8567495,3.486809;
7605,5.829509,0.6946377,1.8387469;
7606,4.1814466,19.531578,3.0237172;
7607,6.4015636,13.102775,8.894087;
7608,-3.8273177,14.1787815,-3.0645783;
7609,17.311462,16.657684,0.84446156;
7610,-0.84446156,11.645397,4.4810944;
7611,9.275456,1.3075534,0.8036005;
7612,0.95342433,17.543009,-3.486809;
7613,-4.862464,19.463476,3.9090397;
7614,-9.466142,12.340035,-4.2086873;
7615,9.615966,19.231932,0.6946377;
7616,-0.9942854,6.973618,4.5219555;
7617,-8.962189,19.57244,-3.0237172;
7618,10.528529,18.659876,1.4982382;
7619,0.23154591,11.114203,10.56939;
7620,-5.8567495,15.894946,-3.5957718;
7621,15.6634,16.276316,2.982856;
7622,-2.8738933,5.938472,4.0588636;
7623,10.119919,0.313268,2.2609777;
7624,-6.0882955,19.463476,-3.568531;
7625,3.0645783,19.57244,0.313268;
7626,5.134871,7.6273947,3.3778462;
7627,10.760075,19.504337,0.7218784;
7628,-2.3426998,6.1291566,3.990762;
7629,-2.6014864,19.340895,-4.2495484;
7630,3.0237172,19.15021,0.95342433;
7631,-4.372132,3.445948,5.8567495;
7632,-2.6832085,-3.173541,-6.1700177;
7633,6.4015636,11.372991,2.9556155;
7634,9.507003,1.7978859,1.2666923;
7635,4.2086873,12.789507,-2.7240696;
7636,-9.615966,19.531578,5.597963;
7637,-4.399372,11.073342,-4.5628166;
7638,11.645397,14.669114,3.568531;
7639,4.630918,3.5957718,1.334794;
7640,-0.10896278,10.419566,-2.070293;
7641,2.0294318,19.422615,2.9556155;
7642,1.6889231,-12.489859,-5.8976107;
7643,-10.501288,13.906375,-3.759216;
7644,8.730643,19.231932,-0.61291564;
7645,-0.61291564,7.668256,4.0180025;
7646,7.8589406,1.1849703,0.5720546;
7647,-5.134871,18.891422,-5.325556;
7648,-0.19068487,19.463476,3.568531;
7649,7.668256,12.830367,3.990762;
7650,5.5571017,19.109348,1.5390993;
7651,-7.9679036,10.119919,3.6774938;
7652,9.888372,0.7218784,0.53119355;
7653,-1.1849703,1.6889231,2.9147544;
7654,3.6774938,10.501288,8.390134;
7655,-0.8036005,0.92618364,-7.8861814;
7656,-7.5456724,11.495573,3.990762;
7657,6.973618,-0.10896278,2.6423476;
7658,-8.240311,19.57244,-3.214402;
7659,8.158588,16.88923,2.9147544;
7660,6.3198414,7.0553403,5.597963;
7661,3.759216,8.499097,-3.8681788;
7662,6.469665,11.073342,5.012288;
7663,7.504812,1.7570249,1.1168685;
7664,-4.099725,-12.340035,-10.7192135;
7665,1.9885708,16.317177,2.982856;
7666,-0.10896278,5.175732,-4.1814466;
7667,13.525005,12.571581,3.8681788;
7668,8.499097,2.1111538,2.1111538;
7669,1.4982382,17.66559,-6.2108784;
7670,-4.440233,19.57244,4.630918;
7671,14.669114,16.249075,2.982856;
7672,-0.6537767,-1.0760075,-5.8567495;
7673,5.5162406,9.425281,5.434519;
7674,-6.428804,9.888372,5.325556;
7675,4.7126403,2.9556155,3.405087;
7676,-4.7535014,19.57244,5.6660647;
7677,-4.099725,-2.3699405,0.53119355;
7678,-3.214402,7.6273947,8.390134;
7679,-0.38136974,-3.336985,-5.9793324;
7680,0.88532263,9.384419,5.366417;
7681,10.038197,0.23154591,-0.38136974;
7682,-1.879608,19.272793,-5.8158884;
7683,2.1792557,18.496431,3.3778462;
7684,-2.4516625,-5.7477865,-6.742072;
7685,-5.053149,10.95076,2.3699405;
7686,8.499097,0.6946377,3.1463003;
7687,-0.6946377,16.780268,-3.486809;
7688,12.489859,19.381754,0.14982383;
7689,2.152015,7.246025,4.399372;
7690,9.084772,0.46309182,0.84446156;
7691,4.399372,16.358038,-5.7477865;
7692,-7.6273947,19.531578,4.944186;
7693,-0.23154591,12.980191,-2.6423476;
7694,15.935807,16.017529,1.2666923;
7695,0.42223078,7.082581,3.5276701;
7696,-11.917805,19.57244,4.671779;
7697,-2.2609777,-10.079058,-10.61025;
7698,-1.8387469,15.023244,-0.7627395;
7699,13.525005,19.19107,-0.95342433;
7700,5.366417,5.053149,2.4108016;
7701,4.2904096,0.42223078,5.325556;
7702,-4.630918,19.57244,-2.7240696;
7703,7.3958488,16.589584,2.070293;
7704,9.193735,10.419566,4.6036777;
7705,16.507862,15.6634,-0.0;
7706,3.568531,5.7886477,3.6774938;
7707,5.6660647,1.607201,4.8216033;
7708,-11.795221,19.57244,3.445948;
7709,-1.7570249,-0.95342433,1.3756552;
7710,-0.7627395,10.95076,10.228881;
7711,-2.7921712,-3.445948,-5.9793324;
7712,-3.759216,11.645397,4.099725;
7713,5.9793324,0.08172209,3.9090397;
7714,-13.293459,19.57244,2.0294318;
7715,13.375181,16.821129,0.88532263;
7716,6.701211,13.565866,-2.5606253;
7717,-4.2086873,10.651112,2.7921712;
7718,5.325556,1.1168685,4.9850473;
7719,-5.9793324,-7.7363577,-8.117727;
7720,-0.46309182,11.223166,-3.568531;
7721,13.715691,15.023244,3.445948;
7722,1.4165162,6.4424243,3.486809;
7723,6.5513873,1.3756552,3.9090397;
7724,-11.985906,19.57244,-3.568531;
7725,9.575105,19.082108,1.1168685;
7726,11.073342,18.659876,-1.3075534;
7727,-3.0237172,8.539958,3.5276701;
7728,7.9679036,1.8387469,0.53119355;
7729,3.1463003,16.930092,-5.5571017;
7730,13.865514,16.208214,2.6423476;
7731,-3.1463003,-9.384419,-9.466142;
7732,0.27240697,16.017529,-3.405087;
7733,13.0619135,15.554437,3.636633;
7734,5.134871,3.6774938,2.3699405;
7735,6.782933,15.894946,-5.325556;
7736,14.818938,14.2877445,1.8387469;
7737,-4.671779,-5.202973,-0.8036005;
7738,-6.0882955,-7.8180795,-8.390134;
7739,-1.3075534,16.630445,-2.3699405;
7740,12.108489,18.700737,0.19068487;
7741,-1.7570249,9.575105,3.336985;
7742,7.014479,-1.9885708,3.336985;
7743,-9.888372,19.57244,-4.0180025;
7744,3.990762,18.537292,-0.46309182;
7745,9.915613,13.565866,3.990762;
7746,-0.23154591,-4.099725,-5.175732;
7747,-1.920469,9.656827,3.7864566;
7748,8.349273,0.14982383,1.879608;
7749,3.718355,18.659876,0.7218784;
7750,-3.0237172,-7.6546354,-7.7363577;
7751,1.9477097,8.076866,9.575105;
7752,-0.88532263,-1.2666923,-4.8216033;
7753,0.42223078,9.615966,3.3778462;
7754,7.082581,-0.88532263,2.070293;
7755,-0.6946377,18.278507,-5.134871;
7756,-2.3018389,19.531578,2.6423476;
7757,-0.50395286,16.017529,-3.486809;
7758,13.756551,18.237646,0.46309182;
7759,-5.938472,11.114203,3.718355;
7760,-6.0201936,-5.8567495,-2.2609777;
7761,5.706926,15.28203,7.082581;
7762,6.701211,12.871228,-2.2609777;
7763,13.824653,13.375181,3.7864566;
7764,4.671779,3.990762,3.2961242;
7765,4.630918,10.528529,-0.040861044;
7766,12.367276,18.38747,1.920469;
7767,2.1111538,7.8589406,2.3018389;
7768,4.3312707,3.214402,-3.5957718;
7769,8.62168,18.087822,-0.84446156;
7770,-2.3426998,7.9270425,2.4516625;
7771,-3.336985,19.463476,-3.5276701;
7772,4.3312707,19.422615,1.7978859;
7773,-1.9885708,9.384419,7.3549876;
7774,5.8567495,4.3312707,-2.7921712;
7775,8.349273,12.639683,4.2086873;
7776,8.62168,2.8330324,1.9477097;
7777,4.440233,14.628253,-3.3642259;
7778,-11.686258,19.57244,3.0645783;
7779,16.04477,17.352324,4.372132;
7780,2.6832085,16.930092,-1.7297841;
7781,16.317177,17.270601,-0.38136974;
7782,-0.95342433,7.5865335,5.407278;
7783,12.871228,-1.334794,-0.53119355;
7784,1.4573772,4.630918,2.070293;
7785,8.390134,7.246025,4.440233;
7786,-5.8567495,-1.6889231,0.46309182;
7787,4.7943625,8.349273,-3.568531;
7788,10.460427,13.593107,4.2495484;
7789,9.615966,3.5957718,3.1463003;
7790,5.366417,16.126492,-5.175732;
7791,-10.038197,19.57244,4.140586;
7792,3.0237172,1.2258313,-4.2086873;
7793,-5.706926,13.102775,5.6252036;
7794,11.032481,-0.8036005,0.88532263;
7795,3.5276701,11.223166,-1.334794;
7796,-4.2495484,-11.645397,-10.147159;
7797,0.88532263,10.760075,-0.08172209;
7798,5.5162406,11.264028,-3.3642259;
7799,-7.5456724,12.367276,3.1463003;
7800,7.5865335,-0.7627395,2.6014864;
7801,-10.691973,19.57244,3.0237172;
7802,16.589584,18.891422,2.8330324;
7803,0.42223078,0.23154591,-5.09401;
7804,-7.6273947,10.651112,4.0180025;
7805,7.3141265,0.84446156,1.0760075;
7806,4.2086873,9.80665,0.313268;
7807,-3.0237172,7.3141265,7.6273947;
7808,0.7627395,-1.7297841,-5.243834;
7809,-4.5628166,10.337844,6.5513873;
7810,-0.9942854,5.5162406,3.3778462;
7811,2.4516625,4.3312707,-0.50395286;
7812,-0.50395286,19.57244,1.879608;
7813,-6.510526,15.023244,-4.2904096;
7814,9.302697,18.578154,-1.7297841;
7815,-5.5571017,10.56939,4.140586;
7816,11.141444,1.1168685,0.46309182;
7817,3.8273177,1.7570249,3.2961242;
7818,1.879608,19.57244,1.4573772;
7819,13.565866,12.53072,3.2961242;
7820,-5.407278,-8.19945,-7.6273947;
7821,2.9556155,12.680544,4.862464;
7822,1.1168685,8.117727,-3.9771416;
7823,-6.2108784,9.997335,4.099725;
7824,5.5571017,0.0,2.4516625;
7825,-3.445948,19.531578,-4.944186;
7826,3.8681788,19.381754,1.334794;
7827,2.5333846,3.7864566,-5.366417;
7828,-4.7943625,10.95076,3.759216;
7829,-0.6946377,8.076866,5.325556;
7830,-9.997335,19.531578,4.1814466;
7831,-2.5333846,3.486809,5.5162406;
7832,5.366417,-1.6480621,-4.5628166;
7833,-1.1168685,11.413852,5.407278;
7834,-0.61291564,5.134871,5.366417;
7835,7.082581,1.1168685,1.4573772;
7836,-7.8861814,19.57244,-4.099725;
7837,5.325556,19.504337,1.920469;
7838,-0.14982383,16.780268,-3.3642259;
7839,13.443283,18.305748,-0.6537767;
7840,2.4925237,6.1291566,5.5571017;
7841,8.662541,-0.46309182,1.8387469;
7842,2.6423476,7.7772183,0.7627395;
7843,-4.7943625,-3.0237172,-2.6832085;
7844,8.499097,12.912089,-1.334794;
7845,6.782933,13.021052,-1.1168685;
7846,-7.8589406,12.176591,2.4925237;
7847,2.982856,2.4108016,4.5219555;
7848,-8.580819,19.57244,3.255263;
7849,1.4982382,5.7886477,3.486809;
7850,-3.5276701,3.445948,4.7943625;
7851,9.00305,7.8861814,-0.7218784;
7852,-0.61291564,11.645397,5.7886477;
7853,-1.3075534,7.3549876,4.5628166;
7854,3.759216,5.6660647,2.1111538;
7855,-8.499097,19.57244,-4.9850473;
7856,10.038197,19.109348,0.9942854;
7857,-2.1383946,0.9942854,0.38136974;
7858,-2.4925237,5.706926,-4.2495484;
7859,-6.1291566,13.715691,4.1814466;
7860,1.920469,5.9793324,5.366417;
7861,9.425281,18.537292,1.9885708;
7862,7.082581,8.471856,2.2201166;
7863,-3.759216,5.829509,1.3075534;
7864,2.3426998,12.4489975,-3.0237172;
7865,11.495573,15.854085,4.2495484;
7866,5.134871,-0.6946377,3.5276701;
7867,-10.460427,19.57244,-0.7627395;
7868,9.043911,19.19107,0.8036005;
7869,8.689782,4.4810944,-2.4108016;
7870,-1.1441092,10.651112,3.8273177;
7871,-6.0474343,9.534244,2.7921712;
7872,-13.293459,19.57244,0.42223078;
7873,14.519291,18.237646,1.607201;
7874,0.6537767,10.732834,3.7864566;
7875,9.343558,18.891422,-0.42223078;
7876,1.2258313,10.501288,4.1814466;
7877,10.147159,1.1168685,1.0760075;
7878,4.372132,2.7921712,5.366417;
7879,-4.7535014,19.57244,4.7126403;
7880,-0.84446156,10.269742,9.275456;
7881,2.070293,0.84446156,-5.134871;
7882,1.6480621,10.310603,5.407278;
7883,7.9270425,1.56634,-0.38136974;
7884,-8.390134,19.531578,-4.440233;
7885,6.469665,19.531578,1.56634;
7886,-6.0201936,-9.193735,-5.8567495;
7887,5.597963,15.132206,6.238119;
7888,1.920469,5.829509,-2.5333846;
7889,11.34575,12.489859,3.0237172;
7890,11.985906,1.1168685,1.334794;
7891,2.4925237,3.486809,4.6036777;
7892,13.756551,16.589584,4.140586;
7893,5.8567495,5.012288,-1.56634;
7894,6.2108784,11.073342,5.053149;
7895,10.18802,2.6014864,1.7570249;
7896,-10.038197,19.57244,3.336985;
7897,17.079916,16.467001,3.759216;
7898,2.3699405,17.393185,-0.7218784;
7899,9.997335,14.7916975,-3.336985;
7900,-7.082581,13.633968,2.4108016;
7901,7.273266,0.95342433,3.173541;
7902,-10.501288,19.57244,0.27240697;
7903,2.7240696,18.04696,-3.8681788;
7904,13.0619135,17.965239,-2.9147544;
7905,-5.5162406,11.876944,2.8738933;
7906,4.0588636,3.445948,4.4810944;
7907,2.982856,17.474907,-8.049625;
7908,14.410328,16.167353,2.6832085;
7909,-2.8738933,-11.454713,-8.430995;
7910,0.5720546,18.0061,-2.4516625;
7911,13.6748295,18.578154,-2.1111538;
7912,-3.759216,8.730643,4.862464;
7913,10.378705,0.38136974,-0.6537767;
7914,-2.0294318,18.700737,-5.7886477;
7915,-1.7978859,19.57244,3.2961242;
7916,15.636159,13.443283,3.2961242;
7917,4.399372,0.8036005,-4.3312707;
7918,0.7627395,11.536434,4.5628166;
7919,10.760075,2.1792557,1.2666923;
7920,4.7535014,3.990762,1.7570249;
7921,-7.7363577,19.57244,5.2165933;
7922,11.917805,18.196785,0.3405087;
7923,0.9942854,10.841797,11.413852;
7924,-4.3312707,10.991621,-4.5900574;
7925,17.434046,18.115063,-0.3405087;
7926,-0.7218784,7.8589406,4.7943625;
7927,8.894087,-0.6946377,1.56634;
7928,-7.504812,19.57244,-4.7126403;
7929,10.378705,19.082108,1.0760075;
7930,-3.6774938,-11.686258,-11.114203;
7931,-2.5333846,4.7535014,7.082581;
7932,-4.7126403,14.056199,-1.0760075;
7933,-2.7513103,9.302697,3.568531;
7934,10.882658,-0.84446156,-0.9942854;
7935,-2.1792557,19.57244,4.2904096;
7936,14.669114,16.698545,4.5219555;
7937,-4.7126403,2.3426998,2.9556155;
7938,6.0201936,9.888372,-1.7297841;
7939,6.4424243,11.413852,-2.5606253;
7940,-8.19945,12.067628,2.152015;
7941,10.119919,2.6014864,1.7978859;
7942,4.7943625,13.6748295,-5.284695;
7943,-10.310603,19.57244,4.671779;
7944,15.322891,17.733692,0.42223078;
7945,2.7649305,8.539958,-2.1792557;
7946,13.756551,12.680544,2.5606253;
7947,-5.202973,14.9006605,3.6774938;
7948,7.43671,-1.1168685,1.1168685;
7949,13.211738,12.067628,4.099725;
7950,9.234595,6.238119,-1.6889231;
7951,-0.6537767,12.14935,5.5162406;
7952,9.697687,1.4573772,0.8036005;
7953,-0.42223078,17.079916,-6.2789803;
7954,-5.597963,19.57244,3.405087;
7955,8.076866,14.859799,-1.4165162;
7956,13.593107,15.091345,4.2904096;
7957,7.273266,3.9499009,2.1792557;
7958,5.284695,13.6748295,-5.325556;
7959,14.859799,14.709975,1.9477097;
7960,-3.3642259,-10.228881,-11.495573;
7961,0.10896278,17.011814,-4.2904096;
7962,14.9006605,18.34661,1.4165162;
7963,-2.7921712,8.62168,4.671779;
7964,7.164303,0.23154591,1.4573772;
7965,-1.607201,18.659876,-3.336985;
7966,3.759216,19.57244,4.5219555;
7967,-3.9090397,14.560152,-5.597963;
7968,17.965239,18.38747,0.6537767;
7969,-2.7513103,12.026767,3.568531;
7970,1.0760075,16.589584,-6.4015636;
7971,-1.2258313,19.57244,4.2495484;
7972,5.597963,13.947236,13.525005;
7973,4.862464,10.419566,-4.630918;
7974,9.507003,12.789507,5.09401;
7975,9.00305,2.4108016,2.3426998;
7976,2.3426998,3.0237172,3.759216;
7977,-0.88532263,19.57244,5.7477865;
7978,-4.099725,14.750836,-8.19945;
7979,6.1291566,18.38747,-0.14982383;
7980,7.3141265,11.495573,4.6036777;
7981,9.507003,0.88532263,0.7627395;
7982,4.8216033,19.000385,1.4573772;
7983,7.082581,14.560152,10.310603;
7984,3.3778462,7.246025,-3.3642259;
7985,-4.5900574,10.841797,3.445948;
7986,6.8237944,1.3075534,1.3756552;
7987,8.62168,8.730643,-0.23154591;
7988,13.211738,18.578154,2.6014864;
7989,7.0553403,12.912089,0.61291564;
7990,-7.43671,14.015338,3.718355;
7991,5.434519,0.53119355,1.879608;
7992,12.789507,18.237646,3.3778462;
7993,-4.671779,11.141444,-3.486809;
7994,1.56634,1.6889231,-8.471856;
7995,4.0588636,11.645397,6.469665;
7996,10.228881,1.8387469,1.0760075;
7997,5.6252036,17.270601,-6.2108784;
7998,-7.3549876,19.531578,6.0201936;
7999,-3.255263,-6.2789803,-7.273266;
8000,-0.9942854,10.337844,4.1814466;
8001,11.727119,-0.27240697,0.040861044;
8002,4.7126403,17.543009,7.1234417;
8003,1.607201,4.7126403,-2.9556155;
8004,17.270601,16.208214,0.7627395;
8005,-3.7864566,9.507003,4.6036777;
8006,9.847511,0.38136974,-0.27240697;
8007,-5.5162406,18.850561,-5.325556;
8008,4.3312707,19.231932,2.8330324;
8009,-0.08172209,7.6273947,-0.61291564;
8010,4.5219555,7.1234417,-1.525479;
8011,-4.399372,11.917805,3.9090397;
8012,1.1168685,7.8589406,4.1814466;
8013,13.293459,18.04696,3.0237172;
8014,0.8036005,4.944186,2.1792557;
8015,-3.5276701,16.467001,-6.3198414;
8016,15.4046135,19.000385,-1.1168685;
8017,-4.7535014,8.962189,4.6036777;
8018,9.765789,0.313268,1.0351465;
8019,-7.8180795,19.57244,-4.9850473;
8020,-0.38136974,17.352324,-3.1463003;
8021,15.091345,18.918663,-0.3405087;
8022,-2.5333846,10.119919,3.9499009;
8023,10.923519,0.14982383,-0.23154591;
8024,6.2108784,6.5922484,1.2258313;
8025,-7.5456724,-11.223166,-8.921328;
8026,1.56634,15.241169,0.27240697;
8027,12.4489975,17.161638,-4.1814466;
8028,-5.012288,9.112013,2.1792557;
8029,6.238119,3.5957718,2.7649305;
8030,-7.43671,19.422615,-2.3018389;
8031,10.378705,11.495573,5.5571017;
8032,-7.164303,-4.4810944,-4.7535014;
8033,-0.7218784,15.023244,-1.6889231;
8034,9.384419,14.560152,-2.5606253;
8035,-6.469665,11.114203,2.9147544;
8036,1.334794,2.9556155,4.944186;
8037,-0.38136974,19.531578,4.7943625;
8038,-6.0474343,-6.469665,-3.0645783;
8039,-6.851035,-2.5333846,-4.2086873;
8040,2.0294318,5.597963,-2.7513103;
8041,12.980191,13.824653,4.372132;
8042,9.043911,2.3018389,1.1441092;
8043,5.47538,16.276316,-5.407278;
8044,-5.053149,19.57244,5.8976107;
8045,13.906375,15.826844,2.3018389;
8046,-7.04172,-7.04172,-2.5606253;
8047,3.7864566,14.9006605,5.284695;
8048,4.4810944,5.8567495,-0.5720546;
8049,11.073342,12.721405,5.053149;
8050,-4.903325,10.841797,2.070293;
8051,4.7126403,1.7978859,5.325556;
8052,-9.575105,19.57244,4.2495484;
8053,-0.0,1.5390993,1.7570249;
8054,-3.1054392,2.070293,3.0237172;
8055,6.973618,4.372132,-1.879608;
8056,13.375181,17.66559,-2.1792557;
8057,-7.246025,9.915613,3.405087;
8058,11.141444,0.42223078,0.7627395;
8059,1.8387469,17.965239,-1.0760075;
8060,6.5513873,10.61025,4.440233;
8061,-1.6480621,-6.5922484,-5.6252036;
8062,-1.879608,11.114203,4.8216033;
8063,9.384419,1.7978859,0.040861044;
8064,-6.6331096,19.57244,-4.2086873;
8065,13.633968,17.692831,-0.9942854;
8066,-5.243834,-10.419566,-8.158588;
8067,6.0882955,9.00305,0.38136974;
8068,6.2108784,12.176591,-3.173541;
8069,-5.597963,11.304889,3.405087;
8070,11.836082,0.53119355,0.53119355;
8071,-0.42223078,18.727978,-5.434519;
8072,0.313268,19.57244,3.718355;
8073,8.962189,9.765789,3.8273177;
8074,4.944186,11.536434,-2.3018389;
8075,14.137921,15.213928,3.5957718;
8076,5.366417,6.891896,4.8216033;
8077,-5.243834,19.57244,3.759216;
8078,17.24336,16.548723,3.759216;
8079,4.862464,13.33432,4.630918;
8080,3.9499009,8.471856,-3.173541;
8081,-5.6660647,13.143636,3.173541;
8082,3.568531,2.3426998,5.053149;
8083,2.4516625,9.997335,-0.040861044;
8084,9.656827,17.965239,1.6480621;
8085,-5.7477865,-7.5865335,-5.5162406;
8086,1.56634,16.08563,5.2165933;
8087,12.830367,17.474907,-1.6480621;
8088,-5.407278,8.730643,2.5333846;
8089,2.4108016,4.0588636,4.1814466;
8090,-0.6946377,19.504337,3.173541;
8091,-5.597963,-5.7477865,-3.5276701;
8092,2.3426998,14.7916975,11.141444;
8093,4.5628166,10.269742,-3.405087;
8094,-5.5571017,11.75436,3.9499009;
8095,2.7240696,1.6889231,4.0588636;
8096,-5.8158884,19.57244,5.8567495;
8097,-5.7477865,-3.214402,0.42223078;
8098,0.46309182,13.797412,11.958665;
8099,5.829509,-1.1168685,-3.5957718;
8100,14.519291,18.8097,0.61291564;
8101,1.879608,5.6660647,4.2904096;
8102,2.7649305,2.7921712,4.862464;
8103,-6.782933,19.57244,3.8681788;
8104,-1.2258313,0.23154591,1.4982382;
8105,-2.5333846,10.841797,9.656827;
8106,6.5922484,-1.1849703,-3.1054392;
8107,-3.636633,12.598822,4.7535014;
8108,6.3607025,2.6014864,1.4165162;
8109,-8.499097,19.57244,-3.1463003;
8110,5.5162406,7.7363577,2.982856;
8111,-5.597963,-12.5579605,-11.686258;
8112,-0.5720546,14.2877445,-4.2904096;
8113,11.563675,19.340895,0.14982383;
8114,-0.040861044,7.5865335,5.5162406;
8115,5.5571017,2.1111538,2.2201166;
8116,6.5922484,10.147159,0.46309182;
8117,-8.19945,-7.246025,-8.308413;
8118,-0.040861044,12.762266,-1.525479;
8119,17.311462,16.657684,-0.42223078;
8120,-6.701211,11.958665,3.759216;
8121,8.580819,1.6889231,0.6946377;
8122,-9.152874,-4.630918,-5.09401;
8123,-5.012288,14.2877445,-9.724928;
8124,6.238119,-3.0237172,-0.95342433;
8125,8.730643,18.305748,-2.7921712;
8126,-4.3312707,11.114203,3.0237172;
8127,11.958665,2.4108016,1.9477097;
8128,-3.5276701,16.507862,-4.1814466;
8129,8.471856,-0.8036005,-3.3642259;
8130,-4.671779,11.604536,3.9499009;
8131,8.349273,3.0645783,3.0645783;
8132,-5.47538,19.57244,5.434519;
8133,17.815414,17.883516,2.7649305;
8134,-0.040861044,8.349273,0.53119355;
8135,1.9477097,8.049625,-3.405087;
8136,-4.5900574,10.882658,2.3699405;
8137,3.9090397,0.040861044,3.6774938;
8138,-12.258313,19.57244,0.040861044;
8139,14.369467,19.109348,1.9885708;
8140,9.724928,17.352324,-0.14982383;
8141,-9.847511,13.525005,3.5957718;
8142,9.997335,3.173541,3.5276701;
8143,2.152015,19.57244,2.5333846;
8144,-6.510526,0.92618364,1.1849703;
8145,1.7978859,11.454713,1.0351465;
8146,9.302697,15.091345,-3.8681788;
8147,3.336985,13.0619135,3.5957718;
8148,10.269742,3.445948,1.920469;
8149,5.829509,16.630445,-6.973618;
8150,16.126492,13.988097,1.1168685;
8151,-6.782933,-12.176591,-11.645397;
8152,-4.2495484,15.363752,-7.205164;
8153,14.437569,18.278507,0.23154591;
8154,2.3426998,7.6954966,5.175732;
8155,5.6252036,13.184497,-0.7218784;
8156,12.789507,18.727978,2.3426998;
8157,-3.445948,-10.419566,-8.62168;
8158,0.3405087,15.050485,-2.1111538;
8159,5.366417,16.780268,-2.070293;
8160,-4.0588636,11.686258,4.0180025;
8161,2.4108016,-0.42223078,4.1814466;
8162,-6.851035,19.57244,4.9850473;
8163,16.930092,16.43976,2.7921712;
8164,-6.510526,-8.008764,-5.407278;
8165,3.1054392,10.691973,4.7535014;
8166,9.847511,2.1792557,0.38136974;
8167,2.6832085,14.246883,-3.173541;
8168,-4.140586,19.57244,5.7886477;
8169,-4.2086873,0.313268,1.2666923;
8170,-4.372132,4.140586,5.09401;
8171,10.732834,8.430995,-2.4108016;
8172,6.742072,12.14935,4.3312707;
8173,10.119919,3.255263,2.4925237;
8174,3.0645783,16.249075,-6.5513873;
8175,-8.308413,19.57244,5.5571017;
8176,15.173067,10.119919,3.445948;
8177,-9.084772,-0.7627395,-1.6889231;
8178,13.525005,10.119919,3.636633;
8179,4.399372,6.3198414,5.243834;
8180,8.240311,11.141444,-1.607201;
8181,-13.252599,19.57244,2.4925237;
8182,4.630918,6.5922484,3.0237172;
8183,-6.891896,-2.4108016,-2.7240696;
8184,6.932757,14.437569,-2.9556155;
8185,9.765789,12.408136,5.09401;
8186,8.812365,1.6889231,1.7297841;
8187,1.4165162,18.34661,-5.434519;
8188,-5.8976107,-11.032481,-11.372991;
8189,4.671779,15.322891,12.258313;
8190,5.597963,7.6273947,-3.405087;
